"name","CountryCode","id","lat","lon","1961 cotton_total","1962 cotton_total","1963 cotton_total","1964 cotton_total","1965 cotton_total","1966 cotton_total","1967 cotton_total","1968 cotton_total","1969 cotton_total","1970 cotton_total","1971 cotton_total","1972 cotton_total","1973 cotton_total","1974 cotton_total","1975 cotton_total","1976 cotton_total","1977 cotton_total","1978 cotton_total","1979 cotton_total","1980 cotton_total","1981 cotton_total","1982 cotton_total","1983 cotton_total","1984 cotton_total","1985 cotton_total","1986 cotton_total","1987 cotton_total","1988 cotton_total","1989 cotton_total","1990 cotton_total","1991 cotton_total","1992 cotton_total","1993 cotton_total","1994 cotton_total","1995 cotton_total","1996 cotton_total","1997 cotton_total","1998 cotton_total","1999 cotton_total","2000 cotton_total","2001 cotton_total","2002 cotton_total","2003 cotton_total","2004 cotton_total","2005 cotton_total","2006 cotton_total","2007 cotton_total","2008 cotton_total","2009 cotton_total","2010 cotton_total","2011 cotton_total","2012 cotton_total",,,"1961 cotton_pc","1962 cotton_pc","1963 cotton_pc","1964 cotton_pc","1965 cotton_pc","1966 cotton_pc","1967 cotton_pc","1968 cotton_pc","1969 cotton_pc","1970 cotton_pc","1971 cotton_pc","1972 cotton_pc","1973 cotton_pc","1974 cotton_pc","1975 cotton_pc","1976 cotton_pc","1977 cotton_pc","1978 cotton_pc","1979 cotton_pc","1980 cotton_pc","1981 cotton_pc","1982 cotton_pc","1983 cotton_pc","1984 cotton_pc","1985 cotton_pc","1986 cotton_pc","1987 cotton_pc","1988 cotton_pc","1989 cotton_pc","1990 cotton_pc","1991 cotton_pc","1992 cotton_pc","1993 cotton_pc","1994 cotton_pc","1995 cotton_pc","1996 cotton_pc","1997 cotton_pc","1998 cotton_pc","1999 cotton_pc","2000 cotton_pc","2001 cotton_pc","2002 cotton_pc","2003 cotton_pc","2004 cotton_pc","2005 cotton_pc","2006 cotton_pc","2007 cotton_pc","2008 cotton_pc","2009 cotton_pc","2010 cotton_pc","2011 cotton_pc","2012 cotton_pc",,,"1961 green_total","1962 green_total","1963 green_total","1964 green_total","1965 green_total","1966 green_total","1967 green_total","1968 green_total","1969 green_total","1970 green_total","1971 green_total","1972 green_total","1973 green_total","1974 green_total","1975 green_total","1976 green_total","1977 green_total","1978 green_total","1979 green_total","1980 green_total","1981 green_total","1982 green_total","1983 green_total","1984 green_total","1985 green_total","1986 green_total","1987 green_total","1988 green_total","1989 green_total","1990 green_total","1991 green_total","1992 green_total","1993 green_total","1994 green_total","1995 green_total","1996 green_total","1997 green_total","1998 green_total","1999 green_total","2000 green_total","2001 green_total","2002 green_total","2003 green_total","2004 green_total","2005 green_total","2006 green_total","2007 green_total","2008 green_total","2009 green_total","2010 green_total","2011 green_total","2012 green_total",,,,"1961 blue_total","1962 blue_total","1963 blue_total","1964 blue_total","1965 blue_total","1966 blue_total","1967 blue_total","1968 blue_total","1969 blue_total","1970 blue_total","1971 blue_total","1972 blue_total","1973 blue_total","1974 blue_total","1975 blue_total","1976 blue_total","1977 blue_total","1978 blue_total","1979 blue_total","1980 blue_total","1981 blue_total","1982 blue_total","1983 blue_total","1984 blue_total","1985 blue_total","1986 blue_total","1987 blue_total","1988 blue_total","1989 blue_total","1990 blue_total","1991 blue_total","1992 blue_total","1993 blue_total","1994 blue_total","1995 blue_total","1996 blue_total","1997 blue_total","1998 blue_total","1999 blue_total","2000 blue_total","2001 blue_total","2002 blue_total","2003 blue_total","2004 blue_total","2005 blue_total","2006 blue_total","2007 blue_total","2008 blue_total","2009 blue_total","2010 blue_total","2011 blue_total","2012 blue_total",,,,"1961 green_pc","1962 green_pc","1963 green_pc","1964 green_pc","1965 green_pc","1966 green_pc","1967 green_pc","1968 green_pc","1969 green_pc","1970 green_pc","1971 green_pc","1972 green_pc","1973 green_pc","1974 green_pc","1975 green_pc","1976 green_pc","1977 green_pc","1978 green_pc","1979 green_pc","1980 green_pc","1981 green_pc","1982 green_pc","1983 green_pc","1984 green_pc","1985 green_pc","1986 green_pc","1987 green_pc","1988 green_pc","1989 green_pc","1990 green_pc","1991 green_pc","1992 green_pc","1993 green_pc","1994 green_pc","1995 green_pc","1996 green_pc","1997 green_pc","1998 green_pc","1999 green_pc","2000 green_pc","2001 green_pc","2002 green_pc","2003 green_pc","2004 green_pc","2005 green_pc","2006 green_pc","2007 green_pc","2008 green_pc","2009 green_pc","2010 green_pc","2011 green_pc","2012 green_pc",,,,"1961 blue_pc","1962 blue_pc","1963 blue_pc","1964 blue_pc","1965 blue_pc","1966 blue_pc","1967 blue_pc","1968 blue_pc","1969 blue_pc","1970 blue_pc","1971 blue_pc","1972 blue_pc","1973 blue_pc","1974 blue_pc","1975 blue_pc","1976 blue_pc","1977 blue_pc","1978 blue_pc","1979 blue_pc","1980 blue_pc","1981 blue_pc","1982 blue_pc","1983 blue_pc","1984 blue_pc","1985 blue_pc","1986 blue_pc","1987 blue_pc","1988 blue_pc","1989 blue_pc","1990 blue_pc","1991 blue_pc","1992 blue_pc","1993 blue_pc","1994 blue_pc","1995 blue_pc","1996 blue_pc","1997 blue_pc","1998 blue_pc","1999 blue_pc","2000 blue_pc","2001 blue_pc","2002 blue_pc","2003 blue_pc","2004 blue_pc","2005 blue_pc","2006 blue_pc","2007 blue_pc","2008 blue_pc","2009 blue_pc","2010 blue_pc","2011 blue_pc","2012 blue_pc",,,,"1961 water_pc","1962 water_pc","1963 water_pc","1964 water_pc","1965 water_pc","1966 water_pc","1967 water_pc","1968 water_pc","1969 water_pc","1970 water_pc","1971 water_pc","1972 water_pc","1973 water_pc","1974 water_pc","1975 water_pc","1976 water_pc","1977 water_pc","1978 water_pc","1979 water_pc","1980 water_pc","1981 water_pc","1982 water_pc","1983 water_pc","1984 water_pc","1985 water_pc","1986 water_pc","1987 water_pc","1988 water_pc","1989 water_pc","1990 water_pc","1991 water_pc","1992 water_pc","1993 water_pc","1994 water_pc","1995 water_pc","1996 water_pc","1997 water_pc","1998 water_pc","1999 water_pc","2000 water_pc","2001 water_pc","2002 water_pc","2003 water_pc","2004 water_pc","2005 water_pc","2006 water_pc","2007 water_pc","2008 water_pc","2009 water_pc","2010 water_pc","2011 water_pc","2012 water_pc"
"Togo",217,768,8,-85099,7930,7948,5527,8100,8340,8200,10000,6900,8800,4700,5200,6900,5400,8400,10500,9500,6900,4400,12500,19200,23700,19100,26500,22800,53250,62424,76900,65938,82956,93547,91032,93773,87000,120800,99820,119830,151000,160000,110178,113900,140000,160000,161000,157261,63000,39000,47000,29700,26500,41000,79000,66500,,,4.962,4.927,3.387,4.874,4.88,4.622,5.391,3.546,4.324,2.221,2.379,3.069,2.345,3.564,4.357,3.856,2.739,1.708,4.729,7.056,8.428,6.552,8.757,7.261,16.37,18.556,22.142,18.418,22.512,24.696,23.414,23.531,21.313,28.893,23.301,27.284,33.526,34.625,23.239,23.412,28.045,31.226,30.614,29.133,11.372,6.859,8.055,4.961,4.313,6.502,12.206,10.011,,,36519.251,37913.361,27620.208,37710.567,38827.917,38791.298,47171.424,32123.816,41584.673,23111.776,25747.173,32123.816,25140.378,39107.255,48884.068,44536.027,32123.816,22637.841,59425.656,96770.027,111261.078,104916.817,147980.799,133830.825,298663.425,342444.526,415843.401,389648.92,435154.843,457339.814,522434.647,533602.431,506542.151,659596.118,543589.086,667568.073,838336.429,890424.242,637076.121,631163.31,774821.187,898692.1,909499.406,901387.211,311759.451,190796.917,235731.522,148422.352,130448.51,203184.009,387787.38,326516.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.853,23.505,16.924,22.69,22.72,21.867,25.429,16.508,20.435,10.922,11.778,14.29,10.916,16.592,20.284,18.075,12.753,8.788,22.484,35.564,39.567,35.992,48.903,42.621,91.812,101.797,119.736,108.84,118.088,120.734,134.371,133.903,124.092,157.76,126.888,151.996,186.132,192.691,134.376,129.736,155.213,175.389,172.942,166.985,56.274,33.556,40.4,24.791,21.232,32.221,59.918,49.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9142,9142,8908.8,8675.6,8442.4,8209.2,7976,7702.2,7428.4,7154.6,6880.8,6607,6471,6335,6199,6063,5927,5774.6,5622.2,5469.8,5317.4,5165,5003.6,4842.2,4680.8,4519.4,4358,4255.4,4152.8,4050.2,3947.6,3845,3752,3659,3566,3473,3380,3286,3192,3098,3004,2910,2848,2786,2724,2662,2600,2548,2496,2444,2392,2340
"Tokelau",218,772,-9,-172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tonga",219,776,-20,-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trinidad and Tobago",220,780,11,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4429,4429,4375.2,4321.4,4267.6,4213.8,4160,4107,4054,4001,3948,3895,3860.2,3825.4,3790.6,3755.8,3721,3664.4,3607.8,3551.2,3494.6,3438,3393.6,3349.2,3304.8,3260.4,3216,3195.2,3174.4,3153.6,3132.8,3112,3092,3072,3052,3032,3012,2999.4,2986.8,2974.2,2961.6,2949,2938.4,2927.8,2917.2,2906.6,2896,2885.2,2874.4,2863.6,2852.8,2842
"Tunisia",222,788,34,9,653,513,494,465,225,195,30,105,495,105,495,,,,,,,,,,,,,,,,,286,382,918.56,1350.5,1372.8,1468.8,3840,3291.84,4608,2880,2452.8,2184,2196.48,2585.28,2223.36,1992.96,2528.64,2604.48,1900.8,1921.92,1572.48,1248,1632,1877.76,1905.48,,,0.163,0.125,0.117,0.107,0.051,0.043,0.006,0.022,0.102,0.021,0.097,,,,,,,,,,,,,,,,,0.037,0.048,0.113,0.162,0.162,0.169,0.435,0.366,0.505,0.312,0.262,0.231,0.23,0.268,0.228,0.202,0.254,0.259,0.187,0.187,0.151,0.119,0.153,0.175,0.175,,,1601.752,1257.072,1212.133,1139.452,551.348,477.835,73.513,257.296,1212.965,257.296,1212.965,,,,,,,,,,,,,,,,,747.773,949.017,2434.522,3551.341,3433.407,3673.506,9603.936,8232.974,11524.723,7202.952,6134.514,5462.239,5493.451,6465.85,5560.679,4984.443,6324.192,6513.87,4753.948,4806.77,3932.812,3121.279,4081.673,4696.325,4719.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.399,0.305,0.287,0.263,0.124,0.105,0.016,0.054,0.249,0.052,0.238,,,,,,,,,,,,,,,,,0.096,0.119,0.299,0.427,0.404,0.424,1.087,0.917,1.264,0.78,0.656,0.578,0.575,0.67,0.57,0.506,0.636,0.648,0.468,0.468,0.378,0.297,0.384,0.437,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,1050,1030.6,1011.2,991.7,972.3,952.9,934.8,916.8,898.7,880.7,862.6,844.3,826,807.8,789.5,771.2,752.1,733,713.8,694.7,675.6,660,644.3,628.7,613,597.4,585.7,574,562.2,550.5,538.8,531.3,523.9,516.4,509,501.5,496.6,491.7,486.8,481.9,477,472.3,467.6,463,458.3,453.6,448.7,443.8,439,434.1,429.2
"Turkey",223,792,39,35,572000,654000,675500,854500,852000,993190,1029743,1131733,1040000,1040000,1357200,1413240,1333350,1555806,1248000,1234550,1494674,1235000,1238138,1300000,1268800,1271400,1357200,1508000,1346800,1346800,1395644,1690000,1604200,1701960,1454508,1479056,1502106,1558188,2114067,2003807,2024962,2216934,1948878,2175010,2268294,2445240,2256596,2361778,2154880,2453096,2188547,1750440,1659450,2068300,2481960,2224440,,,20.263,22.622,22.823,28.208,27.484,31.313,31.735,34.092,30.616,29.909,38.115,38.745,35.683,40.65,31.848,30.786,36.438,29.438,28.853,29.609,28.235,27.64,28.832,31.327,27.386,26.836,27.276,32.421,30.23,31.521,26.488,26.499,26.486,27.046,36.124,33.71,33.541,36.161,31.31,34.429,35.387,37.606,34.223,35.332,31.81,35.746,31.491,24.877,23.293,28.671,33.972,30.061,,,284669.159,327874.181,342736.309,433801.358,432489.732,507046.397,525703.883,577771.838,530940.282,530940.282,692877.068,721486.722,680701.248,794269.374,637128.338,630261.921,763059.66,630491.585,632093.665,663675.352,647747.144,649074.494,692877.068,769863.409,687567.665,687567.665,712503.338,862777.958,818975.385,868883.771,742554.558,759530.915,789362.166,822106.161,1114528.398,1035246.356,1082316.527,1158871.906,1033268.785,1150245.779,1196569.898,1292102.847,1199439.529,1231040.084,1132163.895,1282701.983,1141146.741,893407.664,847181.587,1055907.485,1267088.982,1131437.295,,,,1394831.436,1606528.841,1679350.794,2125554.355,2119127.608,2484442.838,2575861.413,2830985.713,2601518.893,2601518.893,3394982.155,3535164.693,3335322.669,3891787.56,3121822.672,3088178.374,3738865.163,3089303.685,3097153.615,3251898.616,3173853.049,3180356.847,3394982.155,3772202.395,3368966.966,3368966.966,3491147.609,4227468.201,4012842.892,4257385.668,3638393.579,3721574.899,3867743.055,4028183.175,5461003.4,5072534.609,5303170.603,5678279.198,5062844.838,5636012.615,5862993.077,6331088.608,5877053.79,6031891.243,5547414.399,6285025.94,5591428.845,4377548.658,4151048.584,5173770.698,6208524.838,5543854.178,,,,10.084,11.341,11.58,14.32,13.951,15.986,16.201,17.405,15.63,15.269,19.458,19.78,18.217,20.753,16.259,15.717,18.602,15.029,14.73,15.116,14.415,14.111,14.719,15.993,13.981,13.7,13.925,16.552,15.433,16.092,13.523,13.608,13.919,14.269,19.045,17.416,17.927,18.902,16.6,18.208,18.667,19.872,18.19,18.416,16.713,18.691,16.42,12.697,11.892,14.637,17.343,15.29,,,,49.411,55.57,56.741,70.167,68.359,78.329,79.384,85.281,76.585,74.816,95.343,96.92,89.259,101.685,79.667,77.01,91.147,73.637,72.175,74.065,70.629,69.141,72.122,78.362,68.506,67.128,68.229,81.101,75.62,78.848,66.26,66.677,68.199,69.918,93.315,85.334,87.842,92.619,81.339,89.214,91.466,97.368,89.13,90.236,81.889,91.584,80.456,62.213,58.268,71.72,84.98,74.92,,,,7140,7140,6984,6828,6672,6516,6360,6230.2,6100.4,5970.6,5840.8,5711,5593.2,5475.4,5357.6,5239.8,5122,5013.6,4905.2,4796.8,4688.4,4580,4488.2,4396.4,4304.6,4212.8,4121,4052.4,3983.8,3915.2,3846.6,3778,3718.6,3659.2,3599.8,3540.4,3481,3431.4,3381.8,3332.2,3282.6,3233,3191,3149,3107,3065,3023,2986.4,2949.8,2913.2,2876.6,2840
"Turkmenistan",213,795,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212332,1123000,1215000,1159000,392600,569000,473000,1094300,912600,1090000,690000,705000,990000,985000,690000,939300,991400,660100,676000,584000,594000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.296,281.313,296.631,276.743,91.987,131.227,107.622,245.965,202.755,239.455,150,151.678,210.773,207.456,143.69,193.351,201.586,132.577,134.074,114.353,114.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152369.551,1146017.23,1143608.06,1113548.182,382251.277,554271.631,460865.014,813136.795,749868.045,1054126.065,671360.065,685954.849,963255.745,961604.938,671360.065,913732.528,964296.513,642396.36,657095.442,568866.415,577953.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5507015.694,5476658.825,5465145.735,5321493.708,1826726.312,2648787.943,2202410.555,3885868.98,3583516.322,5037523.577,3208337.474,3278083.941,4603266.811,4595377.828,3208337.474,4366602.163,4608240.497,3069923.911,3140168.804,2718534.41,2761960.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.849,287.078,279.201,265.89,89.562,127.83,104.861,182.768,166.6,231.574,145.948,147.581,205.079,202.528,139.808,188.088,196.075,129.021,130.324,111.39,111.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.603,1371.909,1334.264,1270.653,428.005,610.883,501.117,873.425,796.16,1106.662,697.465,705.268,980.044,967.855,668.125,898.848,937.015,616.574,622.802,532.315,533.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.2,2552.4,3828.6,5104.8,6381,6247.4,6113.8,5980.2,5846.6,5713,5647.4,5581.8,5516.2,5450.6,5385,5327.6,5270.2,5212.8,5155.4,5098,5036.6,4975.2,4913.8,4852.4,4791
"Turks and Caicos Islands",224,796,21.75,-71.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuvalu",227,798,-8,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USSR",228,810,61.766194,85.078125,4284000,4103000,4934000,5024000,5391000,5704000,5682000,5621000,5397000,6332000,6685000,6811000,7151000,7605000,7476000,7639000,8039000,7915000,8088000,8354000,8773000,8449000,8211000,7600600,8123000,7669000,7410000,8062000,7911000,7436000,7010000,,,,,,,,,,,,,,,,,,,,,,,,19.691,18.564,21.991,22.082,23.394,24.471,24.127,23.643,22.494,26.149,27.35,27.604,28.71,30.251,29.471,29.85,31.145,30.404,30.803,31.538,32.828,31.336,30.182,27.685,29.318,27.422,26.25,28.31,27.57,25.76,24.182,,,,,,,,,,,,,,,,,,,,,,,,3877015.766,3750170.678,4458682.837,4560532.715,4903125.057,5199008.465,5165120.732,5070068.305,4867169.242,5508485.645,5996121.964,6045105.335,6343770.362,6477024.92,6735753.734,6680731.989,6983292.518,7005186.736,6659937.029,7259190.103,7536468.093,7256214.494,6843477.779,6247717.733,7153671.887,6788972.788,6392359.568,7101479.56,6926864.507,6628006.62,6218379.339,,,,,,,,,,,,,,,,,,,,,,,,,13890030.41,13435587.551,15973945.923,16338839.437,17566231.413,18626281.15,18504872.913,18164332.358,17437413.944,19735032.753,21482068.026,21657558.802,22727574.133,23204979.945,24131917.391,23934793.171,25018764.763,25097204.31,23860291.893,26007212.084,27000604.926,25996551.487,24517856.05,22383450.194,25629176.162,24322583.185,22901652.753,25442188.785,24816602.369,23745896.085,22278340.697,,,,,,,,,,,,,,,,,,,,,,,,,17.82,16.968,19.873,20.045,21.277,22.304,21.932,21.326,20.286,22.748,24.532,24.5,25.469,25.764,26.553,26.106,27.055,26.909,25.364,27.405,28.201,26.912,25.155,22.757,25.819,24.275,22.645,24.938,24.14,22.961,21.451,,,,,,,,,,,,,,,,,,,,,,,,,63.844,60.79,71.198,71.813,76.229,79.909,78.576,76.403,72.676,81.5,87.889,87.776,91.248,92.305,95.129,93.528,96.927,96.406,90.87,98.184,101.035,96.417,90.121,81.532,92.501,86.97,81.131,89.343,86.486,82.261,76.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uganda",226,800,1,32,215131,105700,208435,220288,253626,258045,257000,200190,245527,276480,244480,243200,254080,160000,102080,79040,44160,64840,19520,13120,16320,16320,31560,37300,51079,28300,18500,15900,15300,18800,26212,21719,35411,36863,37870,53418,36500,44485,57982,71290,52767,60200,74000,73000,58000,73500,36800,68182,44950,75859,134203,50702,,,30.702,14.599,27.84,28.439,31.648,31.116,29.95,22.562,26.795,29.27,25.152,24.349,24.771,15.189,9.428,7.095,3.85,5.487,1.603,1.045,1.262,1.225,2.297,2.63,3.484,1.864,1.176,0.974,0.904,1.072,1.444,1.156,1.822,1.836,1.826,2.495,1.653,1.953,2.466,2.937,2.103,2.32,2.757,2.629,2.019,2.474,1.198,2.146,1.368,2.232,3.818,1.395,,,2694123.214,1342270.533,2612716.099,2761290.797,3179176.469,3234569.867,3161545.346,2509380.323,3077654.594,3465652.598,3064535.399,3048490.711,3184870.559,2005585.994,1279563.864,990759.481,553541.734,816326.96,244681.491,164458.052,204569.771,204569.771,399165.074,481643.215,656255.148,356195.71,232381.776,200114.935,192270.057,236304.215,329102.85,273070.167,445041.555,463196.898,475620.337,688374.688,459953.784,590486.436,632538.736,868007.197,564958.341,842386.917,846600.878,971736.461,775614.509,986912.008,494973.559,903248.227,535019.407,1004323.132,1828343.082,701928.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.49,185.396,348.967,356.48,396.703,390.036,368.436,282.811,335.878,366.891,315.281,305.215,310.507,190.392,118.183,88.937,48.256,69.075,20.09,13.104,15.82,15.353,29.056,33.962,44.762,23.463,14.768,12.262,11.361,13.476,18.126,14.534,22.905,23.066,22.931,32.155,20.827,25.921,26.907,35.756,22.519,32.471,31.545,34.996,27.001,33.217,16.108,28.423,16.28,29.55,52.018,19.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9115,9115,8831.2,8547.4,8263.6,7979.8,7696,7475.2,7254.4,7033.6,6812.8,6592,6415.2,6238.4,6061.6,5884.8,5708,5548,5388,5228,5068,4908,4757,4606,4455,4304,4153,4019.4,3885.8,3752.2,3618.6,3485,3384.6,3284.2,3183.8,3083.4,2983,2898.2,2813.4,2728.6,2643.8,2559,2482.2,2405.4,2328.6,2251.8,2175,2110.6,2046.2,1981.8,1917.4,1853
"Ukraine",230,804,49,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.6,1081.2,1621.8,2162.4,2703,2717,2731,2745,2759,2773,2799.6,2826.2,2852.8,2879.4,2906,2928,2950,2972,2994,3016,3034,3052,3070,3088,3106
"United Arab Emirates",225,784,24,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376,1376,1280.4,1184.9,1089.3,993.8,898.2,811.4,724.7,637.9,551.2,464.4,412.9,361.4,309.9,258.4,206.9,191.4,176,160.5,145.1,129.6,123.5,117.3,111.2,105,98.88,94,89.1,84.2,79.4,74.48,71.1,67.7,64.3,60.8,57.43,55.2,52.9,50.6,48.4,46.08,42.4,38.7,35.1,31.4,27.75,25.9,24.1,22.2,20.4,18.5
"United Kingdom",229,826,54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752,2752,2735,2718,2701,2684,2667,2657.2,2647.4,2637.6,2627.8,2618,2615,2612,2609,2606,2603,2602.4,2601.8,2601.2,2600.6,2600,2596.2,2592.4,2588.6,2584.8,2581,2574,2567,2560,2553,2546,2539,2532,2525,2518,2511,2502.4,2493.8,2485.2,2476.6,2468,2455.4,2442.8,2430.2,2417.6,2405,2390.4,2375.8,2361.2,2346.6,2332
